0079,1,1000             
0079,2,1007
0079,3,1009
0079,4,1500
0079,5,1502
0079,6,1503
0079,7,1504
0079,8,1505
0079,9,1506
0079,10,1508
0079,11,1512
0079,12,1514
0079,13,1516
0079,14,1517
0079,15,1518
0079,16,1524
0079,17,1529
0079,18,1532
0079,19,1538
0079,20,1540
0079,21,1546
0079,22,1550
0079,23,1551
0079,24,1556
0079,25,1560
0079,26,1564
0079,27,1570
0079,28,1572
0079,29,1576
0079,30,1578
0079,31,1582
0079,32,1586
0079,33,1590
0079,34,1592
0079,35,1594
0079,36,1596
0079,37,1598
0079,38,1600
0079,39,1604
0079,40,1606
0079,41,1608
0079,42,1609
0079,43,1610
0079,44,1612
0079,45,1614
0079,46,1620
0079,47,1622
0079,48,1626
0079,49,1628
0079,50,1630
0079,51,1632
0079,52,1634
0079,53,1644
0079,54,1646
0079,55,1648
0079,56,1660
0079,57,1664
0079,58,1670
0079,59,1672
0079,60,1673
0079,61,1674
0079,62,1676
0079,63,1680
0079,64,1694
0079,65,2000
0079,66,2100
0079,67,2200
0079,68,2400
0079,69,2450
0079,70,2500
0079,71,2600
0079,72,2607
0079,73,2609
0079,74,2700
0079,75,2707
0079,76,2709
0079,77,2800
0079,78,5000
0079,79,5050
0079,80,5100
0079,81,5150
0079,82,5200
0079,83,5250
0079,84,5300
0079,85,5350
0079,86,5400
0079,87,5460
0079,88,5500
0079,89,5502
0079,90,5503
0079,91,5504
0079,92,5505
0079,93,5506
0079,94,5508
0079,95,5512
0079,96,5514
0079,97,5516
0079,98,5517
0079,99,5518
0079,100,5520
0079,101,5532
0079,102,5534
0079,103,5536
0079,104,5538
0079,105,5550
0079,106,5551
0079,107,5552
0079,108,5556
0079,109,5558
0079,110,5560
0079,111,5564
0079,112,5576
0079,113,5578
0079,114,5580
0079,115,5582
0079,116,5586
0079,117,5590
0079,118,5592
0079,119,5594
0079,120,5600
0079,121,5604
0079,122,5610
0079,123,5612
0079,124,5614
0079,125,5620
0079,126,5621
0079,127,5622
0079,128,5626
0079,129,5628
0079,130,5630
0079,131,5632
0079,132,5644
0079,133,5660
0079,134,5661
0079,135,5664
0079,136,5670
0079,137,5672
0079,138,5673
0079,139,5674
0079,140,5675
0079,141,5676
0079,142,5680
0079,143,5690
0079,144,5696
0079,145,5700
0079,146,5710
0079,147,5720
0079,148,5990
0079,149,6000
0079,150,6007
0079,151,6009
0079,152,6010
0079,153,6050
0079,154,6100
0079,155,6150
0079,156,6200
0079,157,6207
0079,158,6209
0079,159,6250
0079,160,6300
0079,161,6350
0079,162,6400
0079,163,6500
0079,164,6507
0079,165,6509
0079,166,6550
0079,167,6570
0079,168,6600
0079,169,6650
0079,170,6660
0079,171,6700
0079,172,6707
0079,173,6709
0079,174,6710
0079,175,6720
0079,176,6750
0079,177,6800
0079,178,6900
0079,179,6910
0079,180,7000
0079,181,7007
0079,182,7009
0079,183,8000
0079,184,8007
0079,185,8009
0079,186,8010
0079,187,8100
0079,188,8110
0079,189,8200
0079,190,8210
0079,191,8300
0079,192,8320
0079,193,8330
0079,194,8340
0079,195,8400
0079,196,8407
0079,197,8409
0079,198,8500
0079,199,8507
0079,200,8509
0079,201,8600
0079,202,8700
0079,203,8800
0079,204,9000
0079,205,9007
0079,206,9009
0079,207,9010
0079,208,9020
0079,209,9100
0079,210,9110
0079,211,9200
0079,212,9300
0079,213,9310
0079,214,9400
0079,215,9410
0079,216,9600
0079,217,9700
0079,218,9800
0079,219,9810
0079,220,10000
0079,221,10050
0079,222,10100
0079,223,10150
0079,224,10200
0079,225,10250
0079,226,10300
0079,227,10350
0079,228,10400
0079,229,10450
0079,230,10460
0079,231,10470
0079,232,10500
0079,233,10502
0079,234,10503
0079,235,10504
0079,236,10505
0079,237,10506
0079,238,10508
0079,239,10512
0079,240,10514
0079,241,10516
0079,242,10518
0079,243,10524
0079,244,10534
0079,245,10538
0079,246,10540
0079,247,10542
0079,248,10546
0079,249,10550
0079,250,10551
0079,251,10552
0079,252,10558
0079,253,10560
0079,254,10564
0079,255,10566
0079,256,10570
0079,257,10576
0079,258,10578
0079,259,10582
0079,260,10590
0079,261,10592
0079,262,10593
0079,263,10594
0079,264,10596
0079,265,10600
0079,266,10604
0079,267,10609
0079,268,10610
0079,269,10612
0079,270,10620
0079,271,10622
0079,272,10626
0079,273,10628
0079,274,10634
0079,275,10646
0079,276,10648
0079,277,10660
0079,278,10661
0079,279,10662
0079,280,10670
0079,281,10672
0079,282,10673
0079,283,10674
0079,284,10676
0079,285,10690
0079,286,10710
0079,287,10720
0079,288,10730
0079,289,10740
0079,290,10750
0079,291,10760
0079,292,10770
0079,293,10780
0079,294,10790
0079,295,10800
0079,296,10810
0079,297,10820
0079,298,10830
0079,299,10840
0079,300,10850
0079,301,10910
0079,302,10920
0079,303,10990
0079,304,11000
0079,305,11010
0079,306,11020
0079,307,11050
0079,308,11060
0079,309,11100
0079,310,11200
0079,311,11300
